climateConceptId;stringRepresentation;incomingConnections (climateConceptIds);outgoingConnections (climateConceptIds);x;y;sourceUrls;sourceOriginalTexts
3511741555;increase_[]_satisfaction_sense;[4146376821, 2328891141];[805387878];-300;-854;[https://www.nytimes.com/2019/06/19/climate/dont-do-just-one-thing.html];[That’s when the sense of satisfaction from a good deed — say, installing that energy-efficient light bulb — diminishes or eliminates the sense of urgency around the greater problem.]
2348566060;increase_['powerful']_storm_occurrence;[];[913745846, 772006913];3064;423;[http://www.climatesciencewatch.org/2019/06/28/as-climate-change-creates-a-true-public-health-emergency-trump-administration-quashes-federal-climate-program-and-exiles-its-director/];[“Extreme heat, powerful storms and floods, year-round wildfires, droughts, and other climate-related events have already caused thousands of deaths and displaced tens of thousands of people in the U.S. from their homes, with significant personal loss and mental health impacts especially for first responders and children,” the letter warns.]
3261786477;increase_['gay']_enclaves_establishment;[208044122];[];2264;-1471;[https://rewire.news/article/2017/10/13/meet-researcher-discovered-gayborhoods-might-hurting-lgbtq-people/];[Processes of social marginalization have led to the establishment of gay enclaves that are both empowering, but also in response to stigmatization and marginalization.]
1577835653;increase_[]_tensions_amount;[905633855, 1228161083];[1473158762];1512;-729;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015).]
735825443;increase_[]_infrastructure_damage;[2970002702, 723915832];[];2232;-411;[https://media.defense.gov/2019/Jan/29/2002084200/-1/-1/1/CLIMATE-CHANGE-REPORT-2019.PDF];[Hurricanes resulting in damage to infrastructure and delays in training, testing programs, and space launches at Tyndall Air Force Base, at the Atlantic Undersea Test and Evaluation Centers, and the Eastern Range.]
3380046965;decrease_['flood control']_infrastructure_adequacy;[];[3408385387];2193;-177;[https://blogs.ei.columbia.edu/2019/06/03/floods-infrastructure-climate-change/];[Massive damage has resulted from our development patterns, aging and no longer adequate flood control infrastructure and extreme weather exacerbated by climate change.]
843252885;increase_[]_community_choice to be flooded;[3122390042];[];960;62;[https://www.nytimes.com/2019/05/31/us/army-corps-engineers-midwest-floods.html];[Most of the evening he was on the defensive, as the Corps has been throughout the extraordinary spring deluge that has flooded rivers from Oklahoma to Louisiana, overtopping levees and forcing the federal agency into the position of choosing which communities will be inundated with water its dams can no longer hold.]
760436178;increase_['blood']_vomit_occurrence;[1284488539];[];386;-433;[https://www.nytimes.com/2019/07/27/opinion/sunday/mosquitoes-malaria-zika-history.html];[Internal corrosion induces vomit of blood, the color of coffee grounds, giving rise to the Spanish name for yellow fever, vómito negro (black vomit), which is sometimes followed by death.]
1775450689;increase_[]_health_condition;[1341395066];[];-1156;-763;[https://www.theguardian.com/environment/2019/jun/03/climate-crisis-seriously-damaging-human-health-report-finds];[But the report said even small cuts in meat eating could lead to significant cuts in carbon emissions, as well as benefits to health.]
2273484468;decrease_['annual']_income_amount;[3713484087];[];2714;-986;[https://www.businessinsider.com/heat-wave-effects-on-economic-productivity-2019-7];[The hottest days, with temperatures above 86 F, caused annual income in a county to be 0.076% lower than a 59-degree day.]
1960053520;increase_['cleaner']_economy_affordability;[1180327114, 2590396983, 2623084026];[];-754;-740;[http://theconversation.com/climate-change-puts-health-at-risk-and-economists-have-the-right-prescription-118797];[By returning the revenues through household rebates, tax cuts and low-carbon investments like public transit, governments are using the revenues from carbon pricing to make the transition to a cleaner economy more affordable.]
1764131288;increase_['human']_conflict_rates;[2046886029];[];1504;-1266;[http://science.sciencemag.org/content/341/6151/1235367];[Given the large potential changes in precipitation and temperature regimes projected for the coming decades—with locations throughout the inhabited world expected to warm by 2 to 4 SDs by 2050—amplified rates of human conflict could represent a large and critical social impact of anthropogenic climate change in both low-]
2120105401;increase_[]_wildfire suppression_risk;[1599844502];[];2106;-44;[https://www.eesi.org/files/IssueBrief_Climate_Change_Security_Implications.pdf];[These risks are crop insurance, health care, wildfire suppression, hurricane-related disaster relief, and federal facility flood risk, all of which are anticipated to cost billions of dollars more by the end of the century due to the impacts of climate change.23]
213244925;decrease_['edible']_fruit_growth;[350024020];[];3542;-621;[https://www.nytimes.com/2019/05/12/world/australia/climate-change-torres-strait-islands.html];[Other trees, withering from the heat, have stopped bearing edible fruit.]
47491795;increase_[]_summer_average temperature;[];[2080423682];1568;676;[http://www.climatesciencewatch.org/2019/06/28/as-climate-change-creates-a-true-public-health-emergency-trump-administration-quashes-federal-climate-program-and-exiles-its-director/];[As summers get hotter and hotter, high school football players are increasingly at risk of succumbing to heat stroke and dying during summer practice – about three players a year, on average.]
4017711019;increase_[]_community_well-being;[2893162789];[];-346;-656;[https://www.connect4climate.org/sites/default/files/files/publications/Sport_and_climate_report.pdf];[Participation in sport improves mental and physical health,1 enhances community cohesion and well-being,2 and contributes significantly to employment.3]
2916326017;increase_[]_wildfire suppression_cost;[1599844502];[];2548;-23;[https://www.eesi.org/files/IssueBrief_Climate_Change_Security_Implications.pdf];[These risks are crop insurance, health care, wildfire suppression, hurricane-related disaster relief, and federal facility flood risk, all of which are anticipated to cost billions of dollars more by the end of the century due to the impacts of climate change.23]
2654587324;increase_[]_storm_surge;[];[3283924346, 2748082669];3482;382;[https://publicintegrity.org/environment/hidden-epidemics/vibrio-deadly-bacteria-coastal-waters-climate-change-health/];[Rachel Noble, a University of North Carolina microbiologist who has monitored the bacteria in rivers and estuaries in her state for more than 20 years, notes that storm surges can cause Vibrio concentrations to spike and linger in the water.]
3022514175;increase_[]_climate_events;[];[2718860581];2493;676;[http://science.sciencemag.org/content/341/6151/1235367];[We find strong causal evidence linking climatic events to human conflict across a range of spatial and temporal scales and across all major regions of the world.]
2915316690;increase_['torrential']_downfall_amount;[];[310771246];990;508;[https://physicsworld.com/a/crops-at-risk-from-changing-climate/];[And once international scientists had eliminated the effect of temperature averages across the whole growing season, they still found that heatwaves, drought and torrential downfall accounted for 18% to 43% of losses.]
1845678055;increase_[]_cows_existence;[];[2253339172];1825;1613;[https://www.nytimes.com/2019/06/03/travel/traveling-climate-change.html];[Before we go, we will buy enough offsets to capture the annual methane emanations of a dozen cows — that’s several times what is needed to balance out the carbon effects of our flights.]
1962311864;increase_['stalling']_tropical cyclone_occurrence;[];[3329965609];3186;258;[https://www.nature.com/articles/s41612-019-0074-8];[A stalling TC inflicts strong winds on the same region for a longer time, potentially driving greater storm surge and depositing more rain.]
4257194546;increase_[]_respiratory_damage;[467324678];[];-120;-299;[https://hbbf.org/sites/default/files/documents/2018-06/LinkFossilFuelsNeurologicalHarm_04-06-18_v2.pdf];[Scientists and health professionals have long known that exposure to air pollution causes respiratory damage, such as asthma.]
3669900514;increase_[]_air_warming;[];[2445955989];1364;871;[https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2019WR025571];[Historical warming has likely increased flood magnitude for mixed?regime watersheds]
